id,emotion_types,extra_info,category,image_url,_unit_id,_created_at,_golden,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip
3319887856,joy,,field,https://farm8.staticflickr.com/7342/16349275039_38b1d3afb1.jpg,1567834004,1/31/2018 20:43:13,false,,1/31/2018 20:42:42,false,clixsense,0.875,19638651,USA,NC,,70.63.132.34
3319895174,joy,,field,https://farm8.staticflickr.com/7342/16349275039_38b1d3afb1.jpg,1567834004,1/31/2018 20:47:24,false,,1/31/2018 20:46:35,false,elite,1,44043052,USA,CA,Fremont,74.82.17.64
3319897628,"joy
trust",,field,https://farm8.staticflickr.com/7342/16349275039_38b1d3afb1.jpg,1567834004,1/31/2018 20:48:44,false,,1/31/2018 20:48:08,false,instagc,0.875,19302668,USA,IN,Avon,104.137.181.14
3319736975,fear,,field,https://farm6.staticflickr.com/5546/9302731986_0ca59b6fa5.jpg,1567834005,1/31/2018 19:24:20,false,,1/31/2018 19:23:54,false,prodege,0.875,15871675,USA,WA,Tacoma,131.191.115.104
3319742015,"disgust
sadness",,field,https://farm6.staticflickr.com/5546/9302731986_0ca59b6fa5.jpg,1567834005,1/31/2018 19:27:08,false,,1/31/2018 19:26:15,false,instagc,0.8571,21088425,USA,MI,Battle Creek,73.144.184.81
3319748175,joy,,field,https://farm6.staticflickr.com/5546/9302731986_0ca59b6fa5.jpg,1567834005,1/31/2018 19:30:32,false,,1/31/2018 19:30:04,false,instagc,0.9375,35832653,USA,KY,Bardstown,65.118.17.137
3319784464,"joy
trust",,field,https://farm4.staticflickr.com/3028/5810155348_cf717beeeb.jpg,1567834007,1/31/2018 19:51:53,false,,1/31/2018 19:50:47,false,gifthunterclub,0.875,44067049,USA,NY,New York,162.243.30.37
3319789549,"joy
trust",,field,https://farm4.staticflickr.com/3028/5810155348_cf717beeeb.jpg,1567834007,1/31/2018 19:54:48,false,,1/31/2018 19:53:58,false,gifthunterclub,1,44067195,USA,NY,New York,162.243.11.92
3319789883,"joy
trust",,field,https://farm4.staticflickr.com/3028/5810155348_cf717beeeb.jpg,1567834007,1/31/2018 19:54:59,false,,1/31/2018 19:54:01,false,fusioncash,1,44245329,USA,MT,Lincoln,76.75.45.146
3319760409,none,,field,https://farm5.staticflickr.com/4135/4818988108_f73d601252.jpg,1567834008,1/31/2018 19:37:38,false,,1/31/2018 19:37:10,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319764642,joy,,field,https://farm5.staticflickr.com/4135/4818988108_f73d601252.jpg,1567834008,1/31/2018 19:40:10,false,,1/31/2018 19:38:18,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319766057,joy,,field,https://farm5.staticflickr.com/4135/4818988108_f73d601252.jpg,1567834008,1/31/2018 19:41:02,false,,1/31/2018 19:39:39,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319768981,joy,,field,https://farm4.staticflickr.com/3535/3976706701_440629b10a.jpg,1567834009,1/31/2018 19:42:46,false,,1/31/2018 19:41:06,false,elite,1,44251435,USA,TX,El Paso,70.120.238.1
3319770473,"joy
trust",,field,https://farm4.staticflickr.com/3535/3976706701_440629b10a.jpg,1567834009,1/31/2018 19:43:39,false,,1/31/2018 19:42:57,false,neodev,0.9804,44103885,USA,TX,Irving,66.135.154.116
3319773409,"joy
trust",,field,https://farm4.staticflickr.com/3535/3976706701_440629b10a.jpg,1567834009,1/31/2018 19:45:26,false,,1/31/2018 19:41:18,false,elite,1,44229653,USA,AL,Bon Air,24.179.4.50
3319758792,"anticipation
joy",,field,https://farm8.staticflickr.com/7145/6699213519_3d4a46a66e.jpg,1567834010,1/31/2018 19:36:35,false,,1/31/2018 19:35:16,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319759951,"joy
trust",,field,https://farm8.staticflickr.com/7145/6699213519_3d4a46a66e.jpg,1567834010,1/31/2018 19:37:23,false,,1/31/2018 19:36:12,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319761334,"joy
trust",,field,https://farm8.staticflickr.com/7145/6699213519_3d4a46a66e.jpg,1567834010,1/31/2018 19:38:14,false,,1/31/2018 19:36:58,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319792858,"joy
trust",,field,https://farm4.staticflickr.com/3584/3832401641_d450f891dd.jpg,1567834011,1/31/2018 19:56:34,false,,1/31/2018 19:55:52,false,gifthunterclub,1,43894235,USA,NY,New York,192.241.181.5
3319793495,"joy
trust",,field,https://farm4.staticflickr.com/3584/3832401641_d450f891dd.jpg,1567834011,1/31/2018 19:56:53,false,,1/31/2018 19:55:56,false,fusioncash,1,44245329,USA,MT,Lincoln,76.75.45.146
3319793670,none,,field,https://farm4.staticflickr.com/3584/3832401641_d450f891dd.jpg,1567834011,1/31/2018 19:56:58,false,,1/31/2018 19:56:19,false,eup_slw,0.875,44053585,USA,OH,Hamilton,174.233.143.170
3319786215,trust,,field,https://farm2.staticflickr.com/1053/907254718_8c0def04f8.jpg,1567834012,1/31/2018 19:52:55,false,,1/31/2018 19:51:55,false,gifthunterclub,0.875,44067049,USA,NY,New York,162.243.30.37
3319790936,trust,,field,https://farm2.staticflickr.com/1053/907254718_8c0def04f8.jpg,1567834012,1/31/2018 19:55:29,false,,1/31/2018 19:54:49,false,gifthunterclub,1,44067195,USA,NY,New York,162.243.11.92
3319791613,joy,,field,https://farm2.staticflickr.com/1053/907254718_8c0def04f8.jpg,1567834012,1/31/2018 19:55:55,false,,1/31/2018 19:55:01,false,fusioncash,1,44245329,USA,MT,Lincoln,76.75.45.146
3319887865,joy,,field,https://farm4.staticflickr.com/3630/3499492295_8774637ab7.jpg,1567834014,1/31/2018 20:43:13,false,,1/31/2018 20:42:42,false,clixsense,0.875,19638651,USA,NC,,70.63.132.34
3319895147,anticipation,,field,https://farm4.staticflickr.com/3630/3499492295_8774637ab7.jpg,1567834014,1/31/2018 20:47:24,false,,1/31/2018 20:46:35,false,elite,1,44043052,USA,CA,Fremont,74.82.17.64
3319897630,"anticipation
surprise",,field,https://farm4.staticflickr.com/3630/3499492295_8774637ab7.jpg,1567834014,1/31/2018 20:48:44,false,,1/31/2018 20:48:08,false,instagc,0.875,19302668,USA,IN,Avon,104.137.181.14
3319760413,none,,field,https://farm3.staticflickr.com/2272/5810140248_de00aaf583.jpg,1567834016,1/31/2018 19:37:38,false,,1/31/2018 19:37:10,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319764644,anger,,field,https://farm3.staticflickr.com/2272/5810140248_de00aaf583.jpg,1567834016,1/31/2018 19:40:10,false,,1/31/2018 19:38:18,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319766032,"joy
trust",,field,https://farm3.staticflickr.com/2272/5810140248_de00aaf583.jpg,1567834016,1/31/2018 19:41:02,false,,1/31/2018 19:39:39,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319816865,trust,,field,https://farm2.staticflickr.com/1262/1173268366_e40c25ee26.jpg,1567834017,1/31/2018 20:07:29,false,,1/31/2018 20:05:45,false,clixsense,0.9722,20512953,USA,CA,Fairfield,76.232.182.5
3319818184,"joy
trust",,field,https://farm2.staticflickr.com/1262/1173268366_e40c25ee26.jpg,1567834017,1/31/2018 20:08:06,false,,1/31/2018 20:07:03,false,clixsense,0.875,35849301,USA,NY,New York,142.255.55.251
3319876831,"fear
sadness",,field,https://farm2.staticflickr.com/1262/1173268366_e40c25ee26.jpg,1567834017,1/31/2018 20:36:47,false,,1/31/2018 20:35:04,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319868500,"joy
trust",,field,https://farm3.staticflickr.com/2660/3689874057_b972130eca.jpg,1567834018,1/31/2018 20:32:17,false,,1/31/2018 20:31:39,false,instagc,0.875,39734761,USA,VA,Arlington,50.203.120.114
3319873899,"anticipation
joy
trust",,field,https://farm3.staticflickr.com/2660/3689874057_b972130eca.jpg,1567834018,1/31/2018 20:34:59,false,,1/31/2018 20:33:10,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319886880,joy,,field,https://farm3.staticflickr.com/2660/3689874057_b972130eca.jpg,1567834018,1/31/2018 20:42:41,false,,1/31/2018 20:42:06,false,clixsense,0.875,19638651,USA,NC,,70.63.132.34
3319760405,surprise,,field,https://farm1.staticflickr.com/60/197964899_295ae2dad5.jpg,1567834019,1/31/2018 19:37:38,false,,1/31/2018 19:37:10,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319764638,"disgust
sadness",,field,https://farm1.staticflickr.com/60/197964899_295ae2dad5.jpg,1567834019,1/31/2018 19:40:10,false,,1/31/2018 19:38:18,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319766045,"fear
sadness",,field,https://farm1.staticflickr.com/60/197964899_295ae2dad5.jpg,1567834019,1/31/2018 19:41:02,false,,1/31/2018 19:39:39,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319868524,trust,,field,https://farm1.staticflickr.com/59/176435423_cd59ee6490.jpg,1567834020,1/31/2018 20:32:17,false,,1/31/2018 20:31:39,false,instagc,0.875,39734761,USA,VA,Arlington,50.203.120.114
3319873905,"joy
surprise
trust",,field,https://farm1.staticflickr.com/59/176435423_cd59ee6490.jpg,1567834020,1/31/2018 20:34:59,false,,1/31/2018 20:33:10,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319886885,joy,,field,https://farm1.staticflickr.com/59/176435423_cd59ee6490.jpg,1567834020,1/31/2018 20:42:41,false,,1/31/2018 20:42:06,false,clixsense,0.875,19638651,USA,NC,,70.63.132.34
3319784460,sadness,,field,https://farm1.staticflickr.com/78/217891708_2c1168b349.jpg,1567834021,1/31/2018 19:51:53,false,,1/31/2018 19:50:47,false,gifthunterclub,0.875,44067049,USA,NY,New York,162.243.30.37
3319789539,sadness,,field,https://farm1.staticflickr.com/78/217891708_2c1168b349.jpg,1567834021,1/31/2018 19:54:48,false,,1/31/2018 19:53:58,false,gifthunterclub,1,44067195,USA,NY,New York,162.243.11.92
3319789881,joy,,field,https://farm1.staticflickr.com/78/217891708_2c1168b349.jpg,1567834021,1/31/2018 19:54:59,false,,1/31/2018 19:54:01,false,fusioncash,1,44245329,USA,MT,Lincoln,76.75.45.146
3319737515,joy,,field,https://farm3.staticflickr.com/2024/2039338448_8503c43fe9.jpg,1567834022,1/31/2018 19:24:43,false,,1/31/2018 19:24:21,false,prodege,0.875,15871675,USA,WA,Tacoma,131.191.115.104
3319749095,trust,,field,https://farm3.staticflickr.com/2024/2039338448_8503c43fe9.jpg,1567834022,1/31/2018 19:31:05,false,,1/31/2018 19:30:33,false,instagc,0.9375,35832653,USA,KY,Bardstown,65.118.17.137
3319797539,"joy
trust",,field,https://farm3.staticflickr.com/2024/2039338448_8503c43fe9.jpg,1567834022,1/31/2018 19:58:45,false,,1/31/2018 19:57:23,false,gifthunterclub,1,43894235,USA,NY,New York,192.241.181.5
3319773868,joy,,field,https://farm3.staticflickr.com/2535/5847703186_7131b7a570.jpg,1567834023,1/31/2018 19:45:44,false,,1/31/2018 19:44:50,false,neodev,0.9804,44103885,USA,TX,Irving,66.135.154.116
3319773877,anticipation,,field,https://farm3.staticflickr.com/2535/5847703186_7131b7a570.jpg,1567834023,1/31/2018 19:45:45,false,,1/31/2018 19:44:27,false,elite,1,44251435,USA,TX,El Paso,70.120.238.1
3319788710,"joy
trust",,field,https://farm3.staticflickr.com/2535/5847703186_7131b7a570.jpg,1567834023,1/31/2018 19:54:17,false,,1/31/2018 19:49:11,false,instagc,0.875,19838540,USA,AL,Mobile,68.63.67.24
3319771856,anticipation,,field,https://farm4.staticflickr.com/3186/2769768179_0822c8154a.jpg,1567834024,1/31/2018 19:44:26,false,,1/31/2018 19:42:48,false,elite,1,44251435,USA,TX,El Paso,70.120.238.1
3319772157,disgust,,field,https://farm4.staticflickr.com/3186/2769768179_0822c8154a.jpg,1567834024,1/31/2018 19:44:34,false,,1/31/2018 19:43:48,false,neodev,0.9804,44103885,USA,TX,Irving,66.135.154.116
3319779490,"anticipation
trust",,field,https://farm4.staticflickr.com/3186/2769768179_0822c8154a.jpg,1567834024,1/31/2018 19:49:09,false,,1/31/2018 19:45:12,false,instagc,0.875,19838540,USA,AL,Mobile,68.63.67.24
3319805561,sadness,,field,https://farm4.staticflickr.com/3360/3429017969_ea902e03a7.jpg,1567834025,1/31/2018 20:02:34,false,,1/31/2018 20:01:40,false,gifthunterclub,1,44061950,USA,NY,New York,107.170.238.211
3319808381,anticipation,,field,https://farm4.staticflickr.com/3360/3429017969_ea902e03a7.jpg,1567834025,1/31/2018 20:03:40,false,,1/31/2018 20:02:35,false,prodege,1,38258094,USA,MS,Mississippi State,130.18.161.228
3319812950,sadness,,field,https://farm4.staticflickr.com/3360/3429017969_ea902e03a7.jpg,1567834025,1/31/2018 20:05:42,false,,1/31/2018 20:03:34,false,clixsense,0.9722,20512953,USA,CA,Fairfield,76.232.182.5
3319766468,"anticipation
fear",,field,https://farm8.staticflickr.com/7096/14017623383_765c3c102a.jpg,1567834026,1/31/2018 19:41:16,false,,1/31/2018 19:39:50,false,elite,1,44229653,USA,AL,Bon Air,24.179.4.50
3319766885,"joy
trust",,field,https://farm8.staticflickr.com/7096/14017623383_765c3c102a.jpg,1567834026,1/31/2018 19:41:28,false,,1/31/2018 19:40:13,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319772567,"anticipation
trust",,field,https://farm8.staticflickr.com/7096/14017623383_765c3c102a.jpg,1567834026,1/31/2018 19:44:49,false,,1/31/2018 19:41:00,false,instagc,0.875,19838540,USA,AL,Mobile,68.63.67.24
3319866949,trust,,field,https://farm8.staticflickr.com/7292/9721656297_03f8a177d5.jpg,1567834027,1/31/2018 20:31:26,false,,1/31/2018 20:30:35,false,instagc,0.875,39734761,USA,VA,Arlington,50.203.120.114
3319870281,"anticipation
joy
surprise
trust",,field,https://farm8.staticflickr.com/7292/9721656297_03f8a177d5.jpg,1567834027,1/31/2018 20:33:04,false,,1/31/2018 20:31:16,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319886166,joy,,field,https://farm8.staticflickr.com/7292/9721656297_03f8a177d5.jpg,1567834027,1/31/2018 20:42:02,false,,1/31/2018 20:40:26,false,elite,1,44043052,USA,CA,Fremont,74.82.17.64
3319816869,"anger
fear",,field,https://farm4.staticflickr.com/3184/2549889811_e5eca0ea26.jpg,1567834028,1/31/2018 20:07:29,false,,1/31/2018 20:05:45,false,clixsense,0.9722,20512953,USA,CA,Fairfield,76.232.182.5
3319818181,"anticipation
fear
sadness",,field,https://farm4.staticflickr.com/3184/2549889811_e5eca0ea26.jpg,1567834028,1/31/2018 20:08:06,false,,1/31/2018 20:07:03,false,clixsense,0.875,35849301,USA,NY,New York,142.255.55.251
3319876829,"anger
anticipation
fear
sadness",,field,https://farm4.staticflickr.com/3184/2549889811_e5eca0ea26.jpg,1567834028,1/31/2018 20:36:47,false,,1/31/2018 20:35:04,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319736251,fear,,field,https://farm4.staticflickr.com/3495/3816293397_4e0453d31d.jpg,1567834029,1/31/2018 19:23:53,false,,1/31/2018 19:23:22,false,prodege,0.875,15871675,USA,WA,Tacoma,131.191.115.104
3319740123,"disgust
sadness",,field,https://farm4.staticflickr.com/3495/3816293397_4e0453d31d.jpg,1567834029,1/31/2018 19:26:14,false,,1/31/2018 19:25:10,false,instagc,0.8571,21088425,USA,MI,Battle Creek,73.144.184.81
3319747109,"surprise
trust",,field,https://farm4.staticflickr.com/3495/3816293397_4e0453d31d.jpg,1567834029,1/31/2018 19:30:02,false,,1/31/2018 19:29:38,false,instagc,0.9375,35832653,USA,KY,Bardstown,65.118.17.137
3319835610,surprise,,field,https://farm3.staticflickr.com/2631/4080562789_a68ea97fa1.jpg,1567834030,1/31/2018 20:14:53,false,,1/31/2018 20:14:17,false,elite,0.875,41841195,USA,TX,San Angelo,74.197.54.198
3319849673,"anticipation
fear
sadness",,field,https://farm3.staticflickr.com/2631/4080562789_a68ea97fa1.jpg,1567834030,1/31/2018 20:20:44,false,,1/31/2018 20:19:12,false,neodev,0.875,43859839,USA,IL,Chicago,69.161.199.67
3319849718,"joy
trust",,field,https://farm3.staticflickr.com/2631/4080562789_a68ea97fa1.jpg,1567834030,1/31/2018 20:20:45,false,,1/31/2018 20:19:50,false,wannads,1,44176319,USA,FL,Hollywood,73.46.78.96
3319835597,disgust,,field,https://farm4.staticflickr.com/3548/3429020727_2fa6aaa84d.jpg,1567834031,1/31/2018 20:14:53,false,,1/31/2018 20:14:17,false,elite,0.875,41841195,USA,TX,San Angelo,74.197.54.198
3319849646,"anticipation
fear
sadness",,field,https://farm4.staticflickr.com/3548/3429020727_2fa6aaa84d.jpg,1567834031,1/31/2018 20:20:44,false,,1/31/2018 20:19:12,false,neodev,0.875,43859839,USA,IL,Chicago,69.161.199.67
3319849740,"joy
trust",,field,https://farm4.staticflickr.com/3548/3429020727_2fa6aaa84d.jpg,1567834031,1/31/2018 20:20:45,false,,1/31/2018 20:19:50,false,wannads,1,44176319,USA,FL,Hollywood,73.46.78.96
3319792850,sadness,,field,https://farm6.staticflickr.com/5067/5676179989_b6006b2df2.jpg,1567834033,1/31/2018 19:56:34,false,,1/31/2018 19:55:52,false,gifthunterclub,1,43894235,USA,NY,New York,192.241.181.5
3319793500,joy,,field,https://farm6.staticflickr.com/5067/5676179989_b6006b2df2.jpg,1567834033,1/31/2018 19:56:53,false,,1/31/2018 19:55:56,false,fusioncash,1,44245329,USA,MT,Lincoln,76.75.45.146
3319793666,"joy
trust",,field,https://farm6.staticflickr.com/5067/5676179989_b6006b2df2.jpg,1567834033,1/31/2018 19:56:58,false,,1/31/2018 19:56:19,false,eup_slw,0.875,44053585,USA,OH,Hamilton,174.233.143.170
3319736246,fear,,field,https://farm2.staticflickr.com/1299/4685652765_07160d28de.jpg,1567834035,1/31/2018 19:23:53,false,,1/31/2018 19:23:22,false,prodege,0.875,15871675,USA,WA,Tacoma,131.191.115.104
3319740095,"disgust
sadness",,field,https://farm2.staticflickr.com/1299/4685652765_07160d28de.jpg,1567834035,1/31/2018 19:26:14,false,,1/31/2018 19:25:10,false,instagc,0.8571,21088425,USA,MI,Battle Creek,73.144.184.81
3319747118,sadness,,field,https://farm2.staticflickr.com/1299/4685652765_07160d28de.jpg,1567834035,1/31/2018 19:30:02,false,,1/31/2018 19:29:38,false,instagc,0.9375,35832653,USA,KY,Bardstown,65.118.17.137
3319803487,"joy
trust",,field,https://farm5.staticflickr.com/4028/4526822327_2c2cf0467e.jpg,1567834036,1/31/2018 20:01:38,false,,1/31/2018 20:00:23,false,gifthunterclub,1,44061950,USA,NY,New York,107.170.238.211
3319805517,"sadness
trust",,field,https://farm5.staticflickr.com/4028/4526822327_2c2cf0467e.jpg,1567834036,1/31/2018 20:02:34,false,,1/31/2018 20:01:42,false,prodege,1,38258094,USA,MS,Mississippi State,130.18.161.228
3319807939,"joy
trust",,field,https://farm5.staticflickr.com/4028/4526822327_2c2cf0467e.jpg,1567834036,1/31/2018 20:03:32,false,,1/31/2018 20:01:19,false,clixsense,0.9722,20512953,USA,CA,Fairfield,76.232.182.5
3319816863,"anticipation
trust",,field,https://farm2.staticflickr.com/1426/1400341068_1e04897b12.jpg,1567834037,1/31/2018 20:07:29,false,,1/31/2018 20:05:45,false,clixsense,0.9722,20512953,USA,CA,Fairfield,76.232.182.5
3319818175,"anticipation
surprise
trust",,field,https://farm2.staticflickr.com/1426/1400341068_1e04897b12.jpg,1567834037,1/31/2018 20:08:06,false,,1/31/2018 20:07:03,false,clixsense,0.875,35849301,USA,NY,New York,142.255.55.251
3319876823,"joy
surprise
trust",,field,https://farm2.staticflickr.com/1426/1400341068_1e04897b12.jpg,1567834037,1/31/2018 20:36:47,false,,1/31/2018 20:35:04,false,elite,0.92,43889159,USA,WA,Seattle,62.100.209.35
3319759629,anticipation,,field,https://farm8.staticflickr.com/7339/12418579685_6272f61707.jpg,1567834038,1/31/2018 19:37:08,false,,1/31/2018 19:36:36,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319763512,"joy
trust",,field,https://farm8.staticflickr.com/7339/12418579685_6272f61707.jpg,1567834038,1/31/2018 19:39:35,false,,1/31/2018 19:37:26,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319763844,"joy
trust",,field,https://farm8.staticflickr.com/7339/12418579685_6272f61707.jpg,1567834038,1/31/2018 19:39:47,false,,1/31/2018 19:37:15,false,elite,1,44229653,USA,AL,Bon Air,24.179.4.50
3319759635,surprise,,field,https://farm8.staticflickr.com/7214/7170897657_461c263309.jpg,1567834039,1/31/2018 19:37:08,false,,1/31/2018 19:36:36,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319763522,"disgust
sadness",,field,https://farm8.staticflickr.com/7214/7170897657_461c263309.jpg,1567834039,1/31/2018 19:39:35,false,,1/31/2018 19:37:26,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319763839,surprise,,field,https://farm8.staticflickr.com/7214/7170897657_461c263309.jpg,1567834039,1/31/2018 19:39:47,false,,1/31/2018 19:37:15,false,elite,1,44229653,USA,AL,Bon Air,24.179.4.50
3319758804,none,true,field,https://farm5.staticflickr.com/4101/4745874220_c7ba54ba02.jpg,1567834040,1/31/2018 19:36:35,false,,1/31/2018 19:35:16,false,instagc,0.8889,27770607,USA,TX,El Paso,173.175.164.205
3319759946,"surprise
trust",true,field,https://farm5.staticflickr.com/4101/4745874220_c7ba54ba02.jpg,1567834040,1/31/2018 19:37:23,false,,1/31/2018 19:36:12,false,elite,0.9,42544704,USA,TX,Pharr,24.167.54.170
3319761329,"anticipation
trust",true,field,https://farm5.staticflickr.com/4101/4745874220_c7ba54ba02.jpg,1567834040,1/31/2018 19:38:14,false,,1/31/2018 19:36:58,false,elite,1,43582274,USA,TX,Pharr,24.167.54.170
3319737523,sadness,,field,https://farm4.staticflickr.com/3837/14198641688_be0492e2fd.jpg,1567834041,1/31/2018 19:24:43,false,,1/31/2018 19:24:21,false,prodege,0.875,15871675,USA,WA,Tacoma,131.191.115.104
3319749096,sadness,,field,https://farm4.staticflickr.com/3837/14198641688_be0492e2fd.jpg,1567834041,1/31/2018 19:31:05,false,,1/31/2018 19:30:33,false,instagc,0.9375,35832653,USA,KY,Bardstown,65.118.17.137
3319797531,"anger
disgust
sadness",,field,https://farm4.staticflickr.com/3837/14198641688_be0492e2fd.jpg,1567834041,1/31/2018 19:58:45,false,,1/31/2018 19:57:23,false,gifthunterclub,1,43894235,USA,NY,New York,192.241.181.5
